Bos_taurus	Capra_hircus	Ovis_aries	Homo_sapiens	Chlorocebus_sabaeus	name
ENSBTAT00000018123	XM_018049108.1	ENSOART00000022539	ENST00000266395	ENSCSAT00000006414	ENSG00000139053_PDE6H
ENSBTAT00000022583	XM_018065767.1	ENSOART00000009656	ENST00000281623	ENSCSAT00000014893	ENSG00000151876_FBXO4
ENSBTAT00000020297	XM_018063638.1	ENSOART00000002023	ENST00000573882	ENSCSAT00000000350	ENSG00000141527_CARD14
ENSBTAT00000000533	XM_005694623.3	ENSOART00000006550	ENST00000506030	ENSCSAT00000014016	ENSG00000112851_ERBIN
ENSBTAT00000023305	XM_018061850.1	ENSOART00000014206	ENST00000332281	ENSCSAT00000001072	ENSG00000185669_SNAI3
ENSBTAT00000025100	XM_018056490.1	ENSOART00000017799	ENST00000544440	ENSCSAT00000015677	ENSG00000005810_MYCBP2
ENSBTAT00000018581	XM_018051876.1	ENSOART00000009830	ENST00000342743	ENSCSAT00000018089	ENSG00000188133_TMEM215
ENSBTAT00000025858	XM_013966442.1	ENSOART00000011562	ENST00000368970	ENSCSAT00000013364	ENSG00000183137_CEP57L1
ENSBTAT00000011015	XM_013962464.2	ENSOART00000022483	ENST00000604000	ENSCSAT00000016749	ENSG00000271601_LIX1L
ENSBTAT00000011082	XM_018045180.1	ENSOART00000017809	ENST00000356994	ENSCSAT00000006956	ENSG00000180900_SCRIB
ENSBTAT00000003817	XM_018055955.1	ENSOART00000009286	ENST00000372469	ENSCSAT00000012703	ENSG00000167157_PRRX2
ENSBTAT00000000957	XM_005697823.3	ENSOART00000018310	ENST00000300176	ENSCSAT00000016009	ENSG00000106351_AGFG2
ENSBTAT00000049932	XM_018050852.1	ENSOART00000008570	ENST00000383202	ENSCSAT00000008983	ENSG00000118007_STAG1
ENSBTAT00000064219	XM_013965028.2	ENSOART00000000318	ENST00000263384	ENSCSAT00000003806	ENSG00000105058_FAM32A
ENSBTAT00000065106	XM_005688041.3	ENSOART00000004898	ENST00000376495	ENSCSAT00000019148	ENSG00000165312_OTUD1
ENSBTAT00000001927	XM_018038439.1	ENSOART00000006909	ENST00000296484	ENSCSAT00000011956	ENSG00000164087_POC1A
ENSBTAT00000013625	XM_018065279.1	ENSOART00000012202	ENST00000329196		ENSG00000185294_SPPL2C
ENSBTAT00000022455	XM_005699130.3	ENSOART00000005819	ENST00000373382	ENSCSAT00000005844	ENSG00000122958_VPS26A
ENSBTAT00000021606	XM_018054141.1	ENSOART00000022940	ENST00000323030	ENSCSAT00000008025	ENSG00000140274_DUOXA2
ENSBTAT00000020811	XM_018065645.1	ENSOART00000017677	ENST00000409150	ENSCSAT00000010335	ENSG00000189362_NEMP2
ENSBTAT00000025113	XM_018041884.1	ENSOART00000008209	ENST00000281453	ENSCSAT00000001021	ENSG00000151725_CENPU
ENSBTAT00000019984	XM_005686944.3	ENSOART00000019649	ENST00000328379	ENSCSAT00000006545	ENSG00000184924_PTRHD1
	XM_005683391.3	ENSOART00000016896	ENST00000380167	ENSCSAT00000013008	ENSG00000205464_ATP6AP1L
ENSBTAT00000049757	XM_018049168.1	ENSOART00000016838	ENST00000264808	ENSCSAT00000001758	ENSG00000138738_PRDM5
ENSBTAT00000022450	XM_005676905.3	ENSOART00000010210	ENST00000247992	ENSCSAT00000017643	ENSG00000187980_PLA2G2C
ENSBTAT00000004994	XM_018044902.1	ENSOART00000012560	ENST00000375535	ENSCSAT00000017675	ENSG00000117122_MFAP2
ENSBTAT00000038929	XM_005676696.3	ENSOART00000022800	ENST00000468695	ENSCSAT00000017474	ENSG00000176261_ZBTB8OS
ENSBTAT00000035139	XM_018064427.1	ENSOART00000004610	ENST00000248378	ENSCSAT00000017963	ENSG00000127774_EMC6
ENSBTAT00000044388	XM_018066232.1	ENSOART00000006408	ENST00000389749	ENSCSAT00000008143	ENSG00000166166_TRMT61A
ENSBTAT00000033660	XM_018062015.1	ENSOART00000020178	ENST00000262493	ENSCSAT00000003178	ENSG00000087258_GNAO1
ENSBTAT00000019413	XM_013971523.2	ENSOART00000011578	ENST00000291294	ENSCSAT00000001069	ENSG00000160013_PTGIR
ENSBTAT00000000956	XM_018052700.1	ENSOART00000006198	ENST00000608872	ENSCSAT00000011277	ENSG00000119402_FBXW2
ENSBTAT00000032936	XM_018055551.1	ENSOART00000019914	ENST00000264709	ENSCSAT00000006638	ENSG00000119772_DNMT3A
ENSBTAT00000001118	XM_018059637.1	ENSOART00000020052	ENST00000284273	ENSCSAT00000000446	ENSG00000154127_UBASH3B
ENSBTAT00000023314	XM_005699043.3	ENSOART00000004558	ENST00000614220	ENSCSAT00000005367	ENSG00000148541_FAM13C
ENSBTAT00000021747		ENSOART00000020903	ENST00000216223	ENSCSAT00000005594	ENSG00000100385_IL2RB
ENSBTAT00000010289	XM_018063292.1	ENSOART00000005563	ENST00000378910	ENSCSAT00000002342	ENSG00000161270_NPHS1
ENSBTAT00000019462	XM_018050167.1	ENSOART00000006678	ENST00000286298	ENSCSAT00000009798	ENSG00000155850_SLC26A2
ENSBTAT00000011448	XM_018056604.1	ENSOART00000013160	ENST00000380814	ENSCSAT00000016063	ENSG00000139508_SLC46A3
ENSBTAT00000061518	XM_018054916.1	ENSOART00000014544	ENST00000258428	ENSCSAT00000015293	ENSG00000135945_REV1
ENSBTAT00000024162	XM_018055498.1	ENSOART00000021035	ENST00000288873	ENSCSAT00000008106	ENSG00000157992_KRTCAP3
ENSBTAT00000038884	XM_005675118.3	ENSOART00000022279	ENST00000339051	ENSCSAT00000007034	ENSG00000188729_OSTN
ENSBTAT00000022048	XM_018040543.1	ENSOART00000012281	ENST00000397770	ENSCSAT00000011084	ENSG00000076344_RGS11
ENSBTAT00000063075	XM_018050008.1	ENSOART00000019863	ENST00000312637	ENSCSAT00000013423	ENSG00000174132_FAM174A
ENSBTAT00000044452	XM_018060629.1	ENSOART00000015643	ENST00000367669	ENSCSAT00000010069	ENSG00000143207_RFWD2
ENSBTAT00000029331	XM_018048688.1	ENSOART00000014070	ENST00000299194	ENSCSAT00000009487	ENSG00000166159_LRTM2
ENSBTAT00000021033	XM_018051404.1		ENST00000222247	ENSCSAT00000003500	ENSG00000105640_RPL18A
ENSBTAT00000031279	XM_018042300.1	ENSOART00000003243		ENSCSAT00000008981	ENSG00000107562_CXCL12
ENSBTAT00000016981	XM_005696330.3	ENSOART00000006269	ENST00000265354	ENSCSAT00000009710	ENSG00000112658_SRF
ENSBTAT00000024926	XM_018060587.1	ENSOART00000015458	ENST00000441801	ENSCSAT00000017693	ENSG00000162458_FBLIM1
ENSBTAT00000002962	XM_018049970.1	ENSOART00000018792	ENST00000330794	ENSCSAT00000011105	ENSG00000184584_TMEM173
ENSBTAT00000003532	XM_018053155.1	ENSOART00000014036	ENST00000369485	ENSCSAT00000015427	ENSG00000111880_RNGTT
ENSBTAT00000009496	XM_013972293.2	ENSOART00000003579	ENST00000375248	ENSCSAT00000002779	ENSG00000177728_TMEM94
	XM_005677179.3		ENST00000368010	ENSCSAT00000000651	ENSG00000143256_PFDN2
ENSBTAT00000019121	XM_018044363.1	ENSOART00000003004	ENST00000265056	ENSCSAT00000006519	ENSG00000073111_MCM2
ENSBTAT00000012294	XM_018045424.1	ENSOART00000012751	ENST00000035383	ENSCSAT00000017160	ENSG00000033122_LRRC7
ENSBTAT00000024507	XM_018056895.1	ENSOART00000005345	ENST00000381894		ENSG00000125895_TMEM74B
ENSBTAT00000010595	XM_018058317.1	ENSOART00000020223	ENST00000520984	ENSCSAT00000010086	ENSG00000120963_ZNF706
ENSBTAT00000023928	XM_018044355.1	ENSOART00000006988	ENST00000628545	ENSCSAT00000017241	ENSG00000174332_GLIS1
ENSBTAT00000025896	XM_005693486.3	ENSOART00000012095	ENST00000574322	ENSCSAT00000009985	ENSG00000175826_CTDNEP1
ENSBTAT00000002262	XM_018060473.1	ENSOART00000019568	ENST00000444521	ENSCSAT00000017818	ENSG00000157870_FAM213B
ENSBTAT00000061291	XM_005688179.3	ENSOART00000000058	ENST00000378789	ENSCSAT00000011621	ENSG00000101323_HAO1
ENSBTAT00000021887	XM_013966873.2		ENST00000216727	ENSCSAT00000014122	ENSG00000100836_PABPN1
ENSBTAT00000017294	XM_018048181.1	ENSOART00000017169	ENST00000329406	ENSCSAT00000001325	ENSG00000183395_PMCH
ENSBTAT00000023566	XM_005695223.3	ENSOART00000007129	ENST00000280979	ENSCSAT00000013757	ENSG00000151320_AKAP6
ENSBTAT00000017010	XM_005678996.3	ENSOART00000009732	ENST00000262067	ENSCSAT00000011576	ENSG00000106537_TSPAN13
ENSBTAT00000005182	XM_018057728.1	ENSOART00000009299	ENST00000343380	ENSCSAT00000010345	ENSG00000101412_E2F1
ENSBTAT00000025201	XM_018052364.1	ENSOART00000014156	ENST00000356396	ENSCSAT00000005249	ENSG00000160285_LSS
ENSBTAT00000028862	XM_018047737.1	ENSOART00000018743	ENST00000293662	ENSCSAT00000003862	ENSG00000161835_GRASP
ENSBTAT00000010619	XM_005689526.3	ENSOART00000013610	ENST00000533058	ENSCSAT00000000563	ENSG00000196655_TRAPPC4
ENSBTAT00000045760	XM_005675140.3	ENSOART00000022322	ENST00000259030	ENSCSAT00000007239	ENSG00000136514_RTP4
ENSBTAT00000032429	XM_005709609.3	ENSOART00000015210	ENST00000512701	ENSCSAT00000007281	ENSG00000155158_TTC39B
ENSBTAT00000014661	XM_005697161.1	ENSOART00000004291	ENST00000327606	ENSCSAT00000018670	ENSG00000185231_MC2R
	XM_018041849.1	ENSOART00000018925	ENST00000427468	ENSCSAT00000017419	ENSG00000183317_EPHA10
ENSBTAT00000014511	XM_018043872.1	ENSOART00000019713	ENST00000464506	ENSCSAT00000019623	ENSG00000123595_RAB9A
ENSBTAT00000065345	XM_018062383.1	ENSOART00000006515	ENST00000339852	ENSCSAT00000001936	ENSG00000188505_NCCRP1
ENSBTAT00000001541	XM_018061900.1	ENSOART00000016045	ENST00000378247	ENSCSAT00000000735	ENSG00000204991_SPIRE2
ENSBTAT00000025445	XM_005685851.3	ENSOART00000000958	ENST00000396057	ENSCSAT00000019830	ENSG00000171956_FOXB1
ENSBTAT00000019339	XM_005695869.3	ENSOART00000002687	ENST00000418458	ENSCSAT00000011407	ENSG00000163938_GNL3
ENSBTAT00000014566	XM_018055308.1	ENSOART00000000474	ENST00000338045	ENSCSAT00000015119	ENSG00000169756_LIMS1
ENSBTAT00000065752	XM_018041129.1	ENSOART00000027065	ENST00000239032		ENSG00000119973_PRLHR
ENSBTAT00000020332	XM_018064910.1	ENSOART00000006490	ENST00000513748	ENSCSAT00000000456	ENSG00000182575_NXPH3
ENSBTAT00000028978	XM_018055469.1	ENSOART00000021428	ENST00000324589	ENSCSAT00000009233	ENSG00000158089_GALNT14
ENSBTAT00000046112	XM_018063573.1	ENSOART00000007745	ENST00000283243	ENSCSAT00000013799	ENSG00000153246_PLA2R1
ENSBTAT00000027036	XM_018039594.1	ENSOART00000006580	ENST00000269209	ENSCSAT00000015980	ENSG00000141441_GAREM1
ENSBTAT00000016933	XM_018061580.1	ENSOART00000009337	ENST00000508784	ENSCSAT00000001450	ENSG00000151612_ZNF827
ENSBTAT00000045167	XM_013971291.2	ENSOART00000004583	ENST00000397061	ENSCSAT00000002830	ENSG00000213965_NUDT19
ENSBTAT00000010376	XM_018041005.1	ENSOART00000006130	ENST00000396573	ENSCSAT00000006600	ENSG00000183454_GRIN2A
ENSBTAT00000026002	XM_005697738.3	ENSOART00000010267	ENST00000287490	ENSCSAT00000003653	ENSG00000156885_COX6A2
ENSBTAT00000009775	XM_005698354.3	ENSOART00000019107	ENST00000405356	ENSCSAT00000003498	ENSG00000166197_NOLC1
ENSBTAT00000024802	XM_013964800.2	ENSOART00000009801	ENST00000503292	ENSCSAT00000014491	ENSG00000048342_CC2D2A
ENSBTAT00000026694	XM_018061716.1	ENSOART00000014103	ENST00000272519	ENSCSAT00000014741	ENSG00000144118_RALB
ENSBTAT00000007288	XM_005680101.2	ENSOART00000018712	ENST00000394815	ENSCSAT00000003843	ENSG00000167767_KRT80
			ENST00000356972	ENSCSAT00000010016	ENSG00000196800_SPINK14
ENSBTAT00000038601	XM_005679780.3	ENSOART00000016746	ENST00000361228	ENSCSAT00000001871	ENSG00000198774_RASSF9
ENSBTAT00000060980	XM_018038420.1	ENSOART00000009527	ENST00000418658	ENSCSAT00000009196	ENSG00000144619_CNTN4
ENSBTAT00000020676	XM_018057577.1	ENSOART00000013503	ENST00000290291	ENSCSAT00000014213	ENSG00000060491_OGFR
ENSBTAT00000061289	XM_013970345.2	ENSOART00000000802	ENST00000264144	ENSCSAT00000010712	ENSG00000058085_LAMC2
ENSBTAT00000006129	XM_018059816.1	ENSOART00000014449	ENST00000530749	ENSCSAT00000000956	ENSG00000137710_RDX
ENSBTAT00000017882	XM_018066922.1	ENSOART00000007181	ENST00000322241		ENSG00000180929_GPR62
ENSBTAT00000061201	XM_018060367.1	ENSOART00000020514	ENST00000309446	ENSCSAT00000008200	ENSG00000118263_KLF7
ENSBTAT00000005450	XM_013963716.2	ENSOART00000016921	ENST00000309041	ENSCSAT00000001824	ENSG00000198707_CEP290
ENSBTAT00000038541	XM_005679960.3	ENSOART00000018967	ENST00000418425	ENSCSAT00000003958	ENSG00000050426_LETMD1
ENSBTAT00000012214	XM_018041765.1	ENSOART00000021503	ENST00000373091	ENSCSAT00000017428	ENSG00000163873_GRIK3
ENSBTAT00000029162	XM_018048199.1	ENSOART00000018406	ENST00000258538	ENSCSAT00000001020	ENSG00000136052_SLC41A2
ENSBTAT00000045018	XM_005681847.3	ENSOART00000002343	ENST00000311507	ENSCSAT00000002463	ENSG00000145287_PLAC8
ENSBTAT00000029201	XM_018045701.1	ENSOART00000016288	ENST00000370521	ENSCSAT00000017089	ENSG00000065243_PKN2
ENSBTAT00000054109	XM_018041891.1	ENSOART00000008739	ENST00000355634	ENSCSAT00000000977	ENSG00000154556_SORBS2
	XM_018059066.1	ENSOART00000010598	ENST00000278426	ENSCSAT00000004010	ENSG00000149150_SLC43A1
ENSBTAT00000045103	XM_018057438.1	ENSOART00000006494	ENST00000342725	ENSCSAT00000009066	ENSG00000088881_EBF4
ENSBTAT00000029334	XM_018055569.1	ENSOART00000019514	ENST00000355123	ENSCSAT00000006506	ENSG00000198399_ITSN2
ENSBTAT00000020229	XM_018044023.1	ENSOART00000017498	ENST00000379494	ENSCSAT00000012547	ENSG00000091482_SMPX
ENSBTAT00000024994	XM_018061783.1	ENSOART00000011257	ENST00000378553	ENSCSAT00000001386	ENSG00000154099_DNAAF1
ENSBTAT00000001168	XM_013969044.2	ENSOART00000013667	ENST00000331434	ENSCSAT00000006231	ENSG00000182307_C8orf33
ENSBTAT00000020559	XM_018065647.1	ENSOART00000016376	ENST00000264670	ENSCSAT00000015433	ENSG00000037474_NSUN2
ENSBTAT00000005936	XM_013975535.2	ENSOART00000003754	ENST00000040877	ENSCSAT00000008181	ENSG00000059588_TARBP1
ENSBTAT00000018491		ENSOART00000014342	ENST00000270625	ENSCSAT00000000551	ENSG00000142534_RPS11
ENSBTAT00000054713	XM_018062315.1	ENSOART00000006036	ENST00000355526	ENSCSAT00000002146	ENSG00000011332_DPF1
	XM_005676377.3	ENSOART00000019008	ENST00000450471	ENSCSAT00000008616	ENSG00000138395_CDK15
ENSBTAT00000015683	XM_018042768.1	ENSOART00000014966	ENST00000335385	ENSCSAT00000006779	ENSG00000167800_TBX10
ENSBTAT00000013884	XM_018066429.1	ENSOART00000010515	ENST00000332783	ENSCSAT00000014960	ENSG00000183475_ASB7
ENSBTAT00000000159	XM_018059920.1	ENSOART00000019014	ENST00000366837	ENSCSAT00000014376	ENSG00000143819_EPHX1
ENSBTAT00000020886	XM_005685094.3	ENSOART00000019113	ENST00000445930	ENSCSAT00000013080	ENSG00000100519_PSMC6
ENSBTAT00000013080	XM_018039157.1	ENSOART00000000960	ENST00000341376	ENSCSAT00000009274	ENSG00000001167_NFYA
ENSBTAT00000014612	XM_018046964.1	ENSOART00000003523	ENST00000297788	ENSCSAT00000008081	ENSG00000128596_CCDC136
ENSBTAT00000013574	XM_018057270.1	ENSOART00000005314	ENST00000377142	ENSCSAT00000009159	ENSG00000125820_NKX2-2
ENSBTAT00000006796	XM_005674807.3	ENSOART00000018874	ENST00000394222	ENSCSAT00000003989	ENSG00000169379_ARL13B
ENSBTAT00000032873	XM_013975124.2	ENSOART00000019059	ENST00000278070	ENSCSAT00000003502	ENSG00000148840_PPRC1
ENSBTAT00000008388	XM_005679037.3	ENSOART00000013195	ENST00000372879	ENSCSAT00000012032	ENSG00000196683_TOMM7
ENSBTAT00000052318	XM_013968472.2	ENSOART00000018302	ENST00000435564	ENSCSAT00000010787	ENSG00000115252_PDE1A
ENSBTAT00000022719	XM_018041766.1	ENSOART00000000139	ENST00000638951	ENSCSAT00000013914	ENSG00000133863_TEX15
ENSBTAT00000018168	XM_013966271.2	ENSOART00000007009	ENST00000374228	ENSCSAT00000010453	ENSG00000119457_SLC46A2
ENSBTAT00000040082	XM_018050513.1	ENSOART00000009566	ENST00000333511	ENSCSAT00000011100	ENSG00000172270_BSG
ENSBTAT00000012786	XM_018042499.1	ENSOART00000004036	ENST00000366578	ENSCSAT00000007804	ENSG00000077522_ACTN2
ENSBTAT00000044866	XM_013976472.2	ENSOART00000010926	ENST00000358526	ENSCSAT00000010853	ENSG00000147081_AKAP4
ENSBTAT00000000543	XM_018039574.1	ENSOART00000004956	ENST00000580243	ENSCSAT00000019594	ENSG00000179981_TSHZ1
ENSBTAT00000014881	XM_005689037.3	ENSOART00000000194	ENST00000522909	ENSCSAT00000012191	ENSG00000178125_PPP1R42
ENSBTAT00000027866	XM_018047522.1	ENSOART00000010277	ENST00000496902	ENSCSAT00000012417	ENSG00000106038_EVX1
ENSBTAT00000065856		ENSOART00000018405	ENST00000435159	ENSCSAT00000016569	ENSG00000181234_TMEM132C
ENSBTAT00000006024	XM_005692619.3	ENSOART00000009747	ENST00000262888	ENSCSAT00000001388	ENSG00000104783_KCNN4
ENSBTAT00000061384	XM_018057092.1	ENSOART00000003020	ENST00000376454	ENSCSAT00000010489	ENSG00000120549_KIAA1217
ENSBTAT00000054767	XM_018051499.1		ENST00000514277		ENSG00000250067_YJEFN3
ENSBTAT00000019733	XM_018058917.1	ENSOART00000019451	ENST00000527990	ENSCSAT00000002358	ENSG00000179532_DNHD1
ENSBTAT00000025851	XM_013963197.2	ENSOART00000013949	ENST00000466681	ENSCSAT00000012061	ENSG00000156928_MALSU1
	XM_018044349.1	ENSOART00000004636	ENST00000369653	ENSCSAT00000004786	ENSG00000102178_UBL4A
ENSBTAT00000053200	XM_005696025.1	ENSOART00000007932	ENST00000463091	ENSCSAT00000014281	ENSG00000261603_PRSS46
ENSBTAT00000017376	XM_018042543.1	ENSOART00000003791	ENST00000488594		ENSG00000152904_GGPS1
ENSBTAT00000054054		ENSOART00000009972	ENST00000244623		ENSG00000124657_OR2B6
ENSBTAT00000005543	XM_018042033.1	ENSOART00000007083	ENST00000280187	ENSCSAT00000001117	ENSG00000150625_GPM6A
ENSBTAT00000010113	XM_005694811.3	ENSOART00000012465	ENST00000231420	ENSCSAT00000015204	ENSG00000113492_AGXT2
ENSBTAT00000035343	XM_018050394.1	ENSOART00000014689	ENST00000509437	ENSCSAT00000011771	ENSG00000155329_ZCCHC10
ENSBTAT00000026027	XM_013974157.2	ENSOART00000015904	ENST00000229583	ENSCSAT00000005544	ENSG00000111863_ADTRP
ENSBTAT00000035684	XM_005686099.3	ENSOART00000001946	ENST00000286639	ENSCSAT00000010204	ENSG00000156127_BATF
ENSBTAT00000063126	XM_005679997.3	ENSOART00000020473	ENST00000549441	ENSCSAT00000004156	ENSG00000178401_DNAJC22
ENSBTAT00000054674	XM_018045117.1	ENSOART00000010748	ENST00000611228	ENSCSAT00000017185	ENSG00000177414_UBE2U
ENSBTAT00000062967	XM_005685936.3	ENSOART00000023014	ENST00000445360	ENSCSAT00000012312	ENSG00000131951_LRRC9
ENSBTAT00000008386	XM_018062294.1	ENSOART00000004904	ENST00000588991	ENSCSAT00000002677	ENSG00000105220_GPI
ENSBTAT00000050264	XM_005681815.3	ENSOART00000020695	ENST00000508675		ENSG00000197826_C4orf22
ENSBTAT00000044161	XM_005686908.3	ENSOART00000020910	ENST00000380171	ENSCSAT00000007733	ENSG00000138085_ATRAID
ENSBTAT00000009824	XM_005682840.2	ENSOART00000008544	ENST00000366481	ENSCSAT00000007022	ENSG00000162722_TRIM58
ENSBTAT00000052023	XM_005691002.3	ENSOART00000011142	ENST00000532324	ENSCSAT00000013514	ENSG00000203705_TATDN3
ENSBTAT00000004507	XM_018063542.1		ENST00000597186	ENSCSAT00000019753	ENSG00000181894_ZNF329
ENSBTAT00000024808	XM_018066453.1	ENSOART00000013340	ENST00000394249	ENSCSAT00000015176	ENSG00000198901_PRC1
ENSBTAT00000046721	XM_005697186.3	ENSOART00000004134	ENST00000262158	ENSCSAT00000016122	ENSG00000101665_SMAD7
ENSBTAT00000014128	XM_013964434.2	ENSOART00000000636	ENST00000316428	ENSCSAT00000010695	ENSG00000114248_LRRC31
ENSBTAT00000001702	XM_005692692.3	ENSOART00000013423	ENST00000200453	ENSCSAT00000000813	ENSG00000087074_PPP1R15A
ENSBTAT00000014560		ENSOART00000006013	ENST00000264071	ENSCSAT00000007665	ENSG00000104833_TUBB4A
ENSBTAT00000011652	XM_018045854.1	ENSOART00000020891	ENST00000256637	ENSCSAT00000016988	ENSG00000134243_SORT1
ENSBTAT00000019602	XM_005680970.3	ENSOART00000008889	ENST00000229238	ENSCSAT00000008645	ENSG00000111639_MRPL51
ENSBTAT00000019182	XM_018065997.1	ENSOART00000017593	ENST00000435680	ENSCSAT00000004803	ENSG00000166912_MTMR10
ENSBTAT00000017637	XM_005683260.3	ENSOART00000015053	ENST00000274545	ENSCSAT00000008422	ENSG00000145863_GABRA6
	XM_018054753.1	ENSOART00000001196	ENST00000388931	ENSCSAT00000014719	ENSG00000197768_STPG3
ENSBTAT00000008848	XM_005691915.3	ENSOART00000013200	ENST00000261622	ENSCSAT00000001148	ENSG00000103257_SLC7A5
	XM_018038692.1		ENST00000573382		ENSG00000262179_MYMX
ENSBTAT00000066179	XM_005696397.3	ENSOART00000013260	ENST00000371197	ENSCSAT00000010833	ENSG00000203972_GLYATL3
ENSBTAT00000008433	XM_005676611.3		ENST00000281830	ENSCSAT00000018871	ENSG00000152049_KCNE4
	NM_001285605.1	ENSOART00000000573	ENST00000502213	ENSCSAT00000019782	ENSG00000174125_TLR1
ENSBTAT00000061257	XM_005684731.3	ENSOART00000014832	ENST00000421865	ENSCSAT00000014636	ENSG00000196569_LAMA2
ENSBTAT00000020912	XM_018066053.1	ENSOART00000005658	ENST00000299155	ENSCSAT00000008221	ENSG00000166126_AMN
ENSBTAT00000064164	XM_018062281.1	ENSOART00000004845	ENST00000438847	ENSCSAT00000002702	ENSG00000124302_CHST8
ENSBTAT00000037231	XM_013974735.2		ENST00000303151	ENSCSAT00000016031	ENSG00000172336_POP7
ENSBTAT00000037186	XM_018058242.1	ENSOART00000006600	ENST00000342697	ENSCSAT00000010605	ENSG00000164938_TP53INP1
ENSBTAT00000039580	XM_018063102.1	ENSOART00000002062	ENST00000263433	ENSCSAT00000016765	ENSG00000125503_PPP1R12C
ENSBTAT00000044349	XM_018055496.1	ENSOART00000021080	ENST00000264703	ENSCSAT00000008135	ENSG00000115226_FNDC4
ENSBTAT00000013482	XM_018046800.1	ENSOART00000000560	ENST00000496259	ENSCSAT00000004963	ENSG00000133619_KRBA1
ENSBTAT00000009385	XM_018038443.1	ENSOART00000016039	ENST00000282538	ENSCSAT00000007721	ENSG00000144644_GADL1
ENSBTAT00000061563	XM_005675332.3	ENSOART00000000347	ENST00000295797	ENSCSAT00000010781	ENSG00000163558_PRKCI
ENSBTAT00000004788	XM_018054701.1	ENSOART00000015059	ENST00000641731	ENSCSAT00000015415	ENSG00000249715_FER1L5
ENSBTAT00000050127	XM_018042173.1	ENSOART00000008146	ENST00000242505	ENSCSAT00000006731	ENSG00000138286_FAM149B1
ENSBTAT00000027659	XM_005692568.3	ENSOART00000008806	ENST00000301215	ENSCSAT00000019709	ENSG00000167625_ZNF526
ENSBTAT00000013167	XM_018065988.1	ENSOART00000002400	ENST00000394947	ENSCSAT00000012608	ENSG00000169375_SIN3A
ENSBTAT00000053811	XM_018047059.1	ENSOART00000012789	ENST00000265729	ENSCSAT00000010537	ENSG00000075142_SRI
ENSBTAT00000064439	XM_005682864.2		ENST00000641644	ENSCSAT00000019481	ENSG00000198104_OR2T6
ENSBTAT00000023310	XM_018039060.1	ENSOART00000007623	ENST00000370888	ENSCSAT00000011279	ENSG00000137269_LRRC1
ENSBTAT00000000648	XM_018047732.1	ENSOART00000018730	ENST00000545748	ENSCSAT00000003859	ENSG00000123358_NR4A1
ENSBTAT00000034474		ENSOART00000021584	ENST00000413817	ENSCSAT00000002924	ENSG00000205593_DENND6B
ENSBTAT00000027352	XM_018056588.1	ENSOART00000013638	ENST00000381116	ENSCSAT00000016079	ENSG00000122033_MTIF3
ENSBTAT00000031822	XM_018052954.1	ENSOART00000016360	ENST00000383791	ENSCSAT00000008249	ENSG00000131370_SH3BP5
ENSBTAT00000026201	XM_018065211.1	ENSOART00000008065	ENST00000454077	ENSCSAT00000001536	ENSG00000087152_ATXN7L3
ENSBTAT00000008137	XM_018043480.1	ENSOART00000000132	ENST00000438576	ENSCSAT00000006113	ENSG00000175573_C11orf68
ENSBTAT00000065539		ENSOART00000000380	ENST00000332431	ENSCSAT00000018214	ENSG00000182916_TCEAL7
ENSBTAT00000017893	XM_005681533.3	ENSOART00000000611	ENST00000505618	ENSCSAT00000019780	ENSG00000168421_RHOH
ENSBTAT00000022793	XM_013965675.2	ENSOART00000005356	ENST00000515425	ENSCSAT00000009958	ENSG00000169247_SH3TC2
ENSBTAT00000024631	XM_018058243.1	ENSOART00000022547	ENST00000611582	ENSCSAT00000004715	ENSG00000135931_ARMC9
ENSBTAT00000012578	XM_013974131.2	ENSOART00000005823	ENST00000270812	ENSCSAT00000017567	ENSG00000142684_ZNF593
ENSBTAT00000024297	XM_005680816.3	ENSOART00000022718	ENST00000396340	ENSCSAT00000006646	ENSG00000111276_CDKN1B
ENSBTAT00000006782	XM_018066252.1	ENSOART00000001883	ENST00000560626	ENSCSAT00000012821	ENSG00000173517_PEAK1
ENSBTAT00000011704	XM_018056560.1	ENSOART00000014503	ENST00000382172	ENSCSAT00000016137	ENSG00000027001_MIPEP
ENSBTAT00000017695	XM_018062273.1	ENSOART00000011745	ENST00000409606	ENSCSAT00000014447	ENSG00000048991_R3HDM1
ENSBTAT00000025719	XM_018039171.1	ENSOART00000011977	ENST00000274793	ENSCSAT00000010680	ENSG00000146070_PLA2G7
ENSBTAT00000017205	XM_013965993.2	ENSOART00000013576	ENST00000376718		ENSG00000106772_PRUNE2
ENSBTAT00000018383	XM_018047740.1	ENSOART00000018767	ENST00000550683	ENSCSAT00000003866	ENSG00000139567_ACVRL1
ENSBTAT00000043345	XM_005685987.2	ENSOART00000023058	ENST00000636229		ENSG00000196553_CCDC196
ENSBTAT00000010825	XM_018038690.1	ENSOART00000006385	ENST00000370746	ENSCSAT00000011485	ENSG00000151917_BEND6
ENSBTAT00000026593	XM_018050889.1	ENSOART00000009479	ENST00000248244	ENSCSAT00000018909	ENSG00000127666_TICAM1
ENSBTAT00000022546	XM_018042697.1	ENSOART00000017111	ENST00000265471	ENSCSAT00000004662	ENSG00000149541_B3GAT3
ENSBTAT00000020261	XM_018050158.1	ENSOART00000007866	ENST00000518797	ENSCSAT00000009632	ENSG00000019582_CD74
