ENSG,ω_lower,ω,ω_upper,ω0_lower,ω0,ω0_upper,category,TR_ID_Homo_sapiens,TR_ID_Chlorocebus_sabaeus,TR_ID_Bos_taurus,TR_ID_Equus_caballus,TR_ID_Ovis_aries,TR_ID_Capra_hircus,TR_ID_Canis_familiaris
ENSG00000205060_SLC35B4,0.0989696,0.112975,0.128984,0.12876300000000002,0.148767,0.17067100000000002,unclassified,ENST00000378509,ENSCSAT00000007445,ENSBTAT00000004376,ENSECAT00000013045,ENSOART00000007806,XM_005679485.3,ENSCAFT00000002018
ENSG00000205078_SYCE1L,0.426501,0.500008,0.591912,0.427339,0.47966099999999995,0.533425,nearly-neutral,ENST00000378644,ENSCSAT00000001650,ENSBTAT00000022507,ENSECAT00000028917,ENSOART00000007984,XM_018063146.1,ENSCAFT00000049842
ENSG00000205085_FAM71F2,0.355298,0.394658,0.438933,0.363002,0.40058,0.441432,nearly-neutral,ENST00000641605,ENSCSAT00000008155,ENSBTAT00000033556,ENSECAT00000021548,ENSOART00000003213,XM_005679438.3,ENSCAFT00000002584
ENSG00000205090_TMEM240,0.0344279,0.0496855,0.07159860000000001,0.0361116,0.0552774,0.07631260000000001,unclassified,ENST00000378733,ENSCSAT00000017842,ENSBTAT00000065201,Null,ENSOART00000003314,XM_018060521.1,ENSCAFT00000043696
ENSG00000205111_CDKL4,0.107544,0.122851,0.140978,0.17089200000000002,0.196633,0.226117,epistasis,ENST00000395035,ENSCSAT00000010464,ENSBTAT00000033135,ENSECAT00000014874,ENSOART00000009051,XM_018055151.1,ENSCAFT00000010270
ENSG00000205116_TMEM88B,0.27012600000000003,0.313098,0.363913,0.340805,0.385247,0.43578199999999995,unclassified,ENST00000378821,ENSCSAT00000017845,ENSBTAT00000044963,Null,ENSOART00000003770,XM_018060523.1,ENSCAFT00000036187
ENSG00000205129_C4orf47,0.311541,0.347145,0.389306,0.22276700000000002,0.24794000000000002,0.27867600000000003,adaptive,ENST00000378850,ENSCSAT00000000988,ENSBTAT00000048771,ENSECAT00000006698,ENSOART00000008547,XM_018042135.1,ENSCAFT00000036895
ENSG00000205143_ARID3C,0.21974899999999997,0.24677600000000002,0.27026100000000003,0.28083,0.30567300000000003,0.339316,epistasis,ENST00000378909,ENSCSAT00000008228,ENSBTAT00000036468,ENSECAT00000020188,ENSOART00000010006,XM_018052839.1,ENSCAFT00000028460
ENSG00000205177_C11orf91,0.20534000000000002,0.237981,0.287287,0.257878,0.303162,0.348941,unclassified,ENST00000379011,ENSCSAT00000003380,ENSBTAT00000039684,ENSECAT00000019838,ENSOART00000019449,XM_018058959.1,ENSCAFT00000042901
ENSG00000205189_ZBTB10,0.17205,0.192935,0.21380100000000002,0.19529000000000002,0.213917,0.235666,unclassified,ENST00000430430,ENSCSAT00000011420,ENSBTAT00000004333,ENSECAT00000013604,ENSOART00000009259,XM_013969300.2,ENSCAFT00000013367
ENSG00000205208_C4orf46,0.191917,0.23727600000000001,0.288028,0.264882,0.324536,0.380836,unclassified,ENST00000379205,ENSCSAT00000001240,ENSBTAT00000047622,ENSECAT00000029151,ENSOART00000004805,XM_018061486.1,ENSCAFT00000045820
ENSG00000205213_LGR4,0.0802344,0.0883141,0.0966079,0.119248,0.132868,0.146895,epistasis,ENST00000379214,ENSCSAT00000003240,ENSBTAT00000003370,ENSECAT00000014300,ENSOART00000016232,XM_018059305.1,ENSCAFT00000016178
ENSG00000205221_VIT,0.20245,0.21939299999999998,0.23902800000000002,0.242329,0.261484,0.28043,epistasis,ENST00000379242,ENSCSAT00000009978,ENSBTAT00000034836,ENSECAT00000004661,ENSOART00000010984,XM_013967552.2,ENSCAFT00000009573
ENSG00000205250_E2F4,0.112756,0.13323800000000002,0.15116400000000002,0.152129,0.177595,0.200507,epistasis,ENST00000379378,ENSCSAT00000001834,ENSBTAT00000015999,ENSECAT00000016647,ENSOART00000003035,XM_013971256.2,ENSCAFT00000044632
ENSG00000205268_PDE7A,0.056303,0.0683419,0.0824434,0.0704788,0.0869081,0.102902,unclassified,ENST00000401827,ENSCSAT00000012348,ENSBTAT00000015427,ENSECAT00000018543,ENSOART00000018649,XM_018058454.1,ENSCAFT00000011658
ENSG00000205269_TMEM170B,0.032402099999999996,0.0431264,0.0633031,0.0500231,0.07078279999999999,0.100861,unclassified,ENST00000379426,ENSCSAT00000005539,ENSBTAT00000013548,ENSECAT00000008100,ENSOART00000016073,XM_018039302.1,ENSCAFT00000044167
ENSG00000205279_CTXN3,0.06509039999999999,0.0887964,0.120446,0.08082230000000001,0.11890999999999999,0.153779,nearly-neutral,ENST00000379445,ENSCSAT00000018029,ENSBTAT00000044060,ENSECAT00000026096,ENSOART00000018079,XM_013965352.2,ENSCAFT00000000960
ENSG00000205301_MGAT4D,0.44195100000000004,0.49080100000000004,0.541176,0.429483,0.46084200000000003,0.49421000000000004,nearly-neutral,ENST00000503109,ENSCSAT00000001540,ENSBTAT00000048574,ENSECAT00000018618,ENSOART00000013657,XM_005691251.2,ENSCAFT00000047337
ENSG00000205302_SNX2,0.0381284,0.0465477,0.055385300000000005,0.05858290000000001,0.0709985,0.0856792,unclassified,ENST00000379516,ENSCSAT00000012716,ENSBTAT00000035582,ENSECAT00000007945,ENSOART00000020637,XM_018050677.1,ENSCAFT00000038741
ENSG00000205307_SAP25,0.45367700000000005,0.508905,0.572348,0.501397,0.546654,0.588503,nearly-neutral,ENST00000622764,ENSCSAT00000016011,ENSBTAT00000052893,ENSECAT00000024814,ENSOART00000018253,XM_018040380.1,ENSCAFT00000022780
ENSG00000205309_NT5M,0.105637,0.126966,0.15499200000000002,0.10896199999999999,0.136185,0.16731,nearly-neutral,ENST00000616989,ENSCSAT00000006502,ENSBTAT00000043576,ENSECAT00000021882,ENSOART00000002007,XM_018064802.1,ENSCAFT00000046962
ENSG00000205329_OR6C3,0.108904,0.133767,0.163176,0.17695,0.211116,0.245038,epistasis,ENST00000641364,ENSCSAT00000019354,Null,ENSECAT00000003735,ENSOART00000019838,Null,ENSCAFT00000045231
ENSG00000205336_ADGRG1,0.20494099999999998,0.22238400000000003,0.241323,0.194182,0.212666,0.22895900000000002,nearly-neutral,ENST00000568909,ENSCSAT00000002892,Null,ENSECAT00000023171,ENSOART00000000554,XM_018062045.1,ENSCAFT00000013822
ENSG00000205339_IPO7,0.011376100000000002,0.014201499999999999,0.0175209,0.022713,0.0290526,0.036654,unclassified,ENST00000379719,ENSCSAT00000002516,ENSBTAT00000039955,ENSECAT00000017394,ENSOART00000013796,XM_018059524.1,ENSCAFT00000011732
ENSG00000205356_TECPR1,0.126885,0.136097,0.14627300000000001,0.158698,0.17399900000000001,0.18649000000000002,epistasis,ENST00000447648,ENSCSAT00000015845,Null,ENSECAT00000005252,Null,XM_018040722.1,ENSCAFT00000024460
ENSG00000205363_C15orf59,0.13347,0.151731,0.174515,0.163422,0.19095299999999998,0.22533000000000003,unclassified,ENST00000569673,ENSCSAT00000012130,ENSBTAT00000036489,ENSECAT00000001480,ENSOART00000020725,XM_018054657.1,ENSCAFT00000047078
ENSG00000205403_CFI,0.4695,0.507418,0.5616399999999999,0.324689,0.343339,0.367644,adaptive,ENST00000394635,ENSCSAT00000001956,ENSBTAT00000048867,ENSECAT00000014752,ENSOART00000005774,XM_005681316.3,ENSCAFT00000018226
ENSG00000205423_CNEP1R1,0.0053259,0.0116547,0.0217891,0.0177083,0.033168800000000005,0.0566182,unclassified,ENST00000458059,ENSCSAT00000003435,ENSBTAT00000046962,ENSECAT00000029011,ENSOART00000018590,XM_018061953.1,ENSCAFT00000042980
ENSG00000205442_IZUMO3,0.519957,0.584155,0.6546420000000001,0.435986,0.480196,0.524261,unclassified,ENST00000543880,ENSCSAT00000007808,ENSBTAT00000031901,ENSECAT00000014724,ENSOART00000015774,XM_005683598.3,ENSCAFT00000047277
ENSG00000205464_ATP6AP1L,0.332104,0.371954,0.41771400000000003,0.422469,0.458082,0.497266,epistasis,ENST00000380167,ENSCSAT00000013008,Null,ENSECAT00000021529,ENSOART00000016896,XM_005683391.3,ENSCAFT00000038718
ENSG00000205517_RGL3,0.224854,0.243581,0.263997,0.276464,0.293439,0.31256999999999996,epistasis,ENST00000393423,ENSCSAT00000004814,ENSBTAT00000010783,ENSECAT00000006176,ENSOART00000019959,XM_018051122.1,ENSCAFT00000027585
ENSG00000205531_NAP1L4,0.056615399999999996,0.064986,0.0736534,0.0877165,0.10396,0.12166700000000001,epistasis,ENST00000526115,ENSCSAT00000007639,ENSBTAT00000029894,ENSECAT00000002627,ENSOART00000002481,XM_018042951.1,ENSCAFT00000016273
ENSG00000205560_CPT1B,0.129894,0.140632,0.15150999999999998,0.134858,0.14890499999999998,0.162097,nearly-neutral,ENST00000405237,ENSCSAT00000002827,ENSBTAT00000021357,ENSECAT00000013295,ENSOART00000021717,XM_018048994.1,ENSCAFT00000000910
ENSG00000205581_HMGN1,0.12376400000000001,0.158486,0.200753,0.237105,0.28941100000000003,0.354804,epistasis,ENST00000380747,ENSCSAT00000006415,Null,ENSECAT00000020274,Null,Null,ENSCAFT00000015975
ENSG00000205593_DENND6B,0.10983599999999999,0.12213199999999999,0.135139,0.13814300000000002,0.155502,0.17266199999999998,epistasis,ENST00000413817,ENSCSAT00000002924,ENSBTAT00000034474,ENSECAT00000014541,ENSOART00000021584,Null,ENSCAFT00000000971
ENSG00000205629_LCMT1,0.14607,0.161832,0.182195,0.163017,0.184084,0.203622,unclassified,ENST00000399069,ENSCSAT00000004518,ENSBTAT00000037425,ENSECAT00000014529,ENSOART00000020073,XM_005697619.2,ENSCAFT00000048695
ENSG00000205639_MFSD2B,0.20942,0.229265,0.25048000000000004,0.222329,0.247502,0.273074,nearly-neutral,ENST00000338315,ENSCSAT00000006359,ENSBTAT00000043636,ENSECAT00000020311,ENSOART00000019302,XM_018054724.1,ENSCAFT00000006341
ENSG00000205643_CDPF1,0.18471300000000002,0.22805999999999998,0.271546,0.21178899999999998,0.252894,0.301019,nearly-neutral,ENST00000314567,ENSCSAT00000003338,ENSBTAT00000010609,ENSECAT00000011200,ENSOART00000021173,XM_018048910.1,ENSCAFT00000001221
ENSG00000205659_LIN52,0.0207328,0.0329649,0.0502667,0.0381673,0.0626631,0.092921,unclassified,ENST00000555028,ENSCSAT00000010669,ENSBTAT00000043138,ENSECAT00000024534,ENSOART00000001033,XM_005686072.3,ENSCAFT00000050139
ENSG00000205669_ACOT6,0.34517800000000004,0.38506799999999997,0.426104,0.297435,0.326558,0.35821,unclassified,ENST00000381139,ENSCSAT00000019661,ENSBTAT00000012909,ENSECAT00000017299,ENSOART00000000659,XM_013967291.2,ENSCAFT00000026684
ENSG00000205678_TECRL,0.226617,0.251731,0.28124299999999997,0.26479600000000003,0.291725,0.318753,unclassified,ENST00000381210,ENSCSAT00000003193,ENSBTAT00000034572,ENSECAT00000017858,ENSOART00000006666,XM_005681648.2,ENSCAFT00000048044
ENSG00000205683_DPF3,0.026597199999999998,0.0352478,0.059510400000000005,0.0502087,0.0643087,0.079697,unclassified,ENST00000366353,ENSCSAT00000010953,ENSBTAT00000035798,ENSECAT00000026656,ENSOART00000000199,XM_005686036.3,ENSCAFT00000026571
ENSG00000205693_MANSC4,0.32942899999999997,0.366193,0.407044,0.421889,0.45611499999999994,0.48716400000000004,epistasis,ENST00000381273,ENSCSAT00000005624,ENSBTAT00000064430,ENSECAT00000013961,ENSOART00000021439,XM_005680717.3,ENSCAFT00000039521
ENSG00000205707_ETFRF1,0.138553,0.182498,0.23315500000000003,0.163413,0.220977,0.285325,nearly-neutral,ENST00000381356,ENSCSAT00000005832,ENSBTAT00000037914,ENSECAT00000019669,ENSOART00000021779,XM_018048392.1,ENSCAFT00000043563
ENSG00000205730_ITPRIPL2,0.146325,0.162477,0.17668,0.20463800000000001,0.22560100000000002,0.250917,epistasis,ENST00000381440,ENSCSAT00000018944,ENSBTAT00000046098,Null,ENSOART00000011674,XM_013974950.2,ENSCAFT00000036391
ENSG00000205744_DENND1C,0.286997,0.310705,0.333246,0.33718200000000004,0.362218,0.381243,epistasis,ENST00000381480,ENSCSAT00000007671,ENSBTAT00000045088,ENSECAT00000011333,ENSOART00000006103,XM_018050939.1,ENSCAFT00000029583
ENSG00000205755_CRLF2,0.259628,0.29635300000000003,0.333832,0.325407,0.356808,0.387799,unclassified,ENST00000400841,ENSCSAT00000016477,ENSBTAT00000026955,ENSECAT00000002301,ENSOART00000008112,XM_005701362.3,ENSCAFT00000017557
ENSG00000205765_C5orf51,0.149037,0.17468,0.201775,0.18834700000000001,0.219419,0.251535,unclassified,ENST00000381647,ENSCSAT00000014898,ENSBTAT00000006486,ENSECAT00000017269,Null,XM_018065670.1,ENSCAFT00000044940
ENSG00000205784_ARRDC5,0.281358,0.31461500000000003,0.35180100000000003,0.290279,0.319687,0.34821799999999997,nearly-neutral,ENST00000381781,ENSCSAT00000008529,ENSBTAT00000044904,ENSECAT00000013414,ENSOART00000009380,XM_005682519.3,ENSCAFT00000035142
ENSG00000205808_PLPP6,0.140199,0.16259,0.19399,0.160498,0.18795499999999998,0.213998,nearly-neutral,ENST00000381883,ENSCSAT00000018581,ENSBTAT00000014674,Null,ENSOART00000014601,XM_018052024.1,ENSCAFT00000003285
ENSG00000205832_C16orf96,0.47908100000000003,0.5080020000000001,0.537925,0.44695100000000004,0.46569099999999997,0.486331,unclassified,ENST00000444310,ENSCSAT00000007190,ENSBTAT00000065459,ENSECAT00000018221,ENSOART00000003839,XM_018040391.1,ENSCAFT00000048346
ENSG00000205835_GMNC,0.290576,0.32903899999999997,0.366584,0.325383,0.357082,0.39006399999999997,nearly-neutral,ENST00000442080,ENSCSAT00000007042,ENSBTAT00000032243,ENSECAT00000011358,ENSOART00000022282,XM_018050145.1,ENSCAFT00000036527
ENSG00000205838_TTC23L,0.398785,0.43778999999999996,0.47948500000000005,0.42245299999999997,0.45943100000000003,0.496095,nearly-neutral,ENST00000505624,ENSCSAT00000015220,ENSBTAT00000065472,ENSECAT00000011679,ENSOART00000012650,XM_005694815.3,ENSCAFT00000029857
ENSG00000205858_LRRC72,0.23931,0.27082,0.31300300000000003,0.282132,0.31454099999999996,0.351787,unclassified,ENST00000401542,ENSCSAT00000011523,Null,ENSECAT00000013644,ENSOART00000009256,XM_018047356.1,ENSCAFT00000046710
ENSG00000205884_DEFB136,0.378643,0.45369,0.558469,0.362764,0.418436,0.49003,nearly-neutral,ENST00000382209,ENSCSAT00000015048,Null,ENSECAT00000001603,ENSOART00000009888,XM_018052755.1,ENSCAFT00000038141
ENSG00000205899_BHLHA9,0.256177,0.29679,0.341183,0.324924,0.376192,0.426099,unclassified,ENST00000391429,ENSCSAT00000019204,ENSBTAT00000065112,ENSECAT00000023184,ENSOART00000004375,XM_013971859.2,ENSCAFT00000036488
ENSG00000205903_ZNF316,0.138783,0.150616,0.162368,0.206078,0.22326100000000001,0.23933000000000001,epistasis,ENST00000382252,ENSCSAT00000015786,ENSBTAT00000005167,Null,ENSOART00000002701,XM_018040816.1,ENSCAFT00000025105
ENSG00000205922_ONECUT3,0.0666265,0.084772,0.103156,0.081861,0.107998,0.132377,unclassified,ENST00000382349,ENSCSAT00000010045,ENSBTAT00000064922,Null,Null,XM_018051730.1,ENSCAFT00000030959
ENSG00000205927_OLIG2,0.0402485,0.050344,0.0644406,0.057160300000000004,0.0740963,0.09186649999999999,unclassified,ENST00000382357,ENSCSAT00000018777,Null,Null,Null,XM_018046849.1,ENSCAFT00000048514
ENSG00000205929_C21orf62,0.26615500000000003,0.305976,0.344991,0.318265,0.357162,0.395475,unclassified,ENST00000382373,ENSCSAT00000018778,ENSBTAT00000061032,ENSECAT00000006549,ENSOART00000008494,XM_005674686.3,ENSCAFT00000037497
ENSG00000205937_RNPS1,0.0148504,0.0214797,0.027340100000000003,0.0327524,0.045557099999999996,0.05838480000000001,unclassified,ENST00000397086,ENSCSAT00000003255,Null,ENSECAT00000024929,Null,XM_018040425.1,ENSCAFT00000030839
ENSG00000205978_NYNRIN,0.244321,0.256182,0.269164,0.29855,0.312651,0.327602,epistasis,ENST00000382554,ENSCSAT00000013950,ENSBTAT00000009407,ENSECAT00000017520,ENSOART00000020769,XM_018054648.1,ENSCAFT00000019674
ENSG00000206052_DOK6,0.021921700000000002,0.028571199999999998,0.036886199999999994,0.0314587,0.041201,0.05520459999999999,unclassified,ENST00000382713,ENSCSAT00000016314,ENSBTAT00000064953,ENSECAT00000003155,ENSOART00000005408,XM_018039636.1,ENSCAFT00000036237
ENSG00000206053_JPT2,0.201126,0.23346399999999998,0.268399,0.266859,0.303115,0.341698,unclassified,ENST00000562684,ENSCSAT00000009590,ENSBTAT00000064148,ENSECAT00000028979,ENSOART00000017657,XM_018040035.1,ENSCAFT00000031058
ENSG00000206069_TMEM211,0.358385,0.407948,0.46865100000000004,0.438885,0.483767,0.533496,unclassified,ENST00000640159,ENSCSAT00000008312,ENSBTAT00000008659,ENSECAT00000011737,ENSOART00000020493,XM_005691695.2,ENSCAFT00000038061
ENSG00000206072_SERPINB11,0.248683,0.277102,0.301307,0.30894499999999997,0.339246,0.372153,epistasis,ENST00000382749,ENSCSAT00000016301,ENSBTAT00000007006,ENSECAT00000026138,ENSOART00000007403,XM_013974466.2,ENSCAFT00000000084
ENSG00000206075_SERPINB5,0.113946,0.125892,0.140791,0.139372,0.15778699999999998,0.17927,unclassified,ENST00000382771,ENSCSAT00000016293,ENSBTAT00000002617,ENSECAT00000025668,ENSOART00000006949,XM_005697305.3,ENSCAFT00000038011
ENSG00000206107_KRTAP27-1,0.541164,0.620835,0.716932,0.606477,0.66588,0.718547,nearly-neutral,ENST00000382835,ENSCSAT00000018790,ENSBTAT00000006318,ENSECAT00000002788,ENSOART00000001013,XM_005674705.3,ENSCAFT00000037512
ENSG00000206150_RNASE13,0.47738500000000006,0.545959,0.629071,0.357533,0.40363899999999997,0.45269799999999993,adaptive,ENST00000382951,ENSCSAT00000018192,ENSBTAT00000064229,Null,ENSOART00000021449,XM_013966935.2,ENSCAFT00000037487
ENSG00000206190_ATP10A,0.156946,0.165966,0.176397,0.20290999999999998,0.21365900000000002,0.224367,epistasis,ENST00000356865,ENSCSAT00000004463,ENSBTAT00000035192,ENSECAT00000015790,ENSOART00000010013,XM_018065847.1,ENSCAFT00000016031
ENSG00000206203_TSSK2,0.0695869,0.0809294,0.0929268,0.08921269999999999,0.10634600000000001,0.124286,unclassified,ENST00000399635,ENSCSAT00000019363,ENSBTAT00000063843,ENSECAT00000004585,Null,XM_005702078.3,ENSCAFT00000023502
ENSG00000206384_COL6A6,0.230843,0.239781,0.250287,0.264625,0.274086,0.284996,epistasis,ENST00000358511,ENSCSAT00000008434,ENSBTAT00000017057,ENSECAT00000017239,ENSOART00000016038,XM_005675709.3,ENSCAFT00000009739
ENSG00000206418_RAB12,0.0243558,0.0351256,0.04997290000000001,0.03394880000000001,0.0494884,0.0678809,unclassified,ENST00000329286,ENSCSAT00000015664,ENSBTAT00000013671,ENSECAT00000007418,ENSOART00000000777,XM_018039642.1,ENSCAFT00000029648
ENSG00000206422_LRRC30,0.107084,0.12204000000000001,0.13952699999999998,0.128983,0.14928699999999998,0.170639,unclassified,ENST00000383467,ENSCSAT00000018667,ENSBTAT00000065446,ENSECAT00000002731,ENSOART00000004277,XM_005697127.3,ENSCAFT00000037671
ENSG00000206474_OR10C1,0.126362,0.14991400000000002,0.179833,0.17716300000000001,0.21007699999999999,0.241112,unclassified,ENST00000622521,ENSCSAT00000019403,ENSBTAT00000063307,Null,ENSOART00000018545,XM_005696686.2,ENSCAFT00000019277
ENSG00000206527_HACD2,0.08675369999999999,0.105421,0.127136,0.112704,0.138336,0.167225,unclassified,ENST00000383657,ENSCSAT00000005637,ENSBTAT00000032276,ENSECAT00000008717,ENSOART00000021986,XM_018045763.1,ENSCAFT00000019182
ENSG00000206530_CFAP44,0.322803,0.340922,0.360992,0.27834899999999996,0.291898,0.305425,adaptive,ENST00000393845,ENSCSAT00000004729,ENSBTAT00000063957,ENSECAT00000021534,ENSOART00000021123,XM_005674928.3,ENSCAFT00000016874
ENSG00000206535_LNP1,0.394223,0.4669,0.5323289999999999,0.50995,0.56174,0.615163,unclassified,ENST00000489752,ENSCSAT00000004101,ENSBTAT00000048786,ENSECAT00000015552,ENSOART00000019615,XM_005674847.3,ENSCAFT00000046864
ENSG00000206538_VGLL3,0.139935,0.16108599999999998,0.18773099999999998,0.173875,0.198734,0.22782600000000003,unclassified,ENST00000398399,ENSCSAT00000003959,ENSBTAT00000037060,ENSECAT00000010919,ENSOART00000018486,XM_018054393.1,ENSCAFT00000048183
ENSG00000206557_TRIM71,0.026655900000000003,0.030674400000000004,0.035800900000000004,0.0394778,0.050474,0.0605317,unclassified,ENST00000383763,ENSCSAT00000007586,ENSBTAT00000030874,ENSECAT00000022123,ENSOART00000016708,XM_018066746.1,ENSCAFT00000039591
ENSG00000206560_ANKRD28,0.0375476,0.0433634,0.0489462,0.0493469,0.0581466,0.0666081,unclassified,ENST00000399451,ENSCSAT00000008196,ENSBTAT00000034553,ENSECAT00000021322,ENSOART00000016641,XM_018053058.1,ENSCAFT00000042814
ENSG00000206579_XKR4,0.06632819999999999,0.0753278,0.08763969999999999,0.07745880000000001,0.092314,0.10919100000000001,unclassified,ENST00000327381,Null,ENSBTAT00000060990,Null,ENSOART00000015683,XM_018058505.1,ENSCAFT00000011208
ENSG00000211445_GPX3,0.15553,0.180817,0.21479,0.11868699999999999,0.145173,0.17329,unclassified,ENST00000388825,Null,ENSBTAT00000060554,ENSECAT00000000713,ENSOART00000008633,XM_005683183.3,ENSCAFT00000048742
ENSG00000211448_DIO2,0.146318,0.179064,0.22811399999999998,0.13556500000000002,0.167049,0.19682,nearly-neutral,ENST00000555750,Null,ENSBTAT00000002107,Null,ENSOART00000003032,XM_018053898.1,ENSCAFT00000044792
ENSG00000211455_STK38L,0.0186102,0.0242361,0.031355,0.027150099999999996,0.036474,0.0476733,unclassified,ENST00000389032,ENSCSAT00000005696,ENSBTAT00000043251,ENSECAT00000025617,ENSOART00000021563,XM_018048379.1,ENSCAFT00000017749
ENSG00000211456_SACM1L,0.0651284,0.0739298,0.08493060000000001,0.0813228,0.09487410000000002,0.106994,unclassified,ENST00000389061,ENSCSAT00000014412,ENSBTAT00000004549,ENSECAT00000010050,ENSOART00000011059,XM_018038269.1,ENSCAFT00000022224
ENSG00000211460_TSN,0.0230922,0.032110900000000005,0.043343400000000004,0.040238199999999995,0.0574808,0.0757799,unclassified,ENST00000389682,ENSCSAT00000014808,ENSBTAT00000007959,ENSECAT00000016809,ENSOART00000014512,XM_005676269.3,ENSCAFT00000007575
ENSG00000211584_SLC48A1,0.06895019999999999,0.08771210000000002,0.110516,0.0748853,0.09560210000000001,0.12256199999999999,nearly-neutral,ENST00000442218,ENSCSAT00000004630,ENSBTAT00000045866,ENSECAT00000020940,ENSOART00000021122,XM_018047881.1,ENSCAFT00000014580
ENSG00000212123_PRR22,0.296172,0.323417,0.353605,0.402804,0.43414899999999995,0.46515,epistasis,ENST00000419421,ENSCSAT00000007981,ENSBTAT00000035967,Null,ENSOART00000007748,XM_018050915.1,ENSCAFT00000037383
ENSG00000212657_KRTAP16-1,0.25856999999999997,0.28734499999999996,0.320337,0.352981,0.383684,0.412538,epistasis,ENST00000391352,ENSCSAT00000019117,Null,ENSECAT00000010682,ENSOART00000017379,XM_018065045.1,ENSCAFT00000044623
ENSG00000212864_RNF208,0.0686314,0.0849635,0.105011,0.08308560000000001,0.105929,0.130699,unclassified,ENST00000392827,ENSCSAT00000019771,ENSBTAT00000066282,Null,Null,XM_018056245.1,ENSCAFT00000030955
ENSG00000212901_KRTAP3-1,0.15172,0.189351,0.23138000000000003,0.14333800000000002,0.184367,0.235,nearly-neutral,ENST00000391588,ENSCSAT00000019125,ENSBTAT00000064142,ENSECAT00000002394,ENSOART00000000092,NM_001285774.1,ENSCAFT00000025361
ENSG00000213015_ZNF580,0.0535834,0.0722141,0.0934339,0.100214,0.127193,0.159288,epistasis,ENST00000325333,ENSCSAT00000016804,ENSBTAT00000063274,Null,Null,XM_018063048.1,ENSCAFT00000044083
ENSG00000213023_SYT3,0.0377093,0.0443549,0.0517073,0.053498699999999996,0.0675033,0.08042389999999999,unclassified,ENST00000338916,ENSCSAT00000000146,ENSBTAT00000017422,ENSECAT00000016825,ENSOART00000015295,XM_018062853.1,ENSCAFT00000004745
ENSG00000213024_NUP62,0.182944,0.200347,0.220117,0.21612399999999998,0.239173,0.260829,unclassified,ENST00000422090,ENSCSAT00000019736,Null,ENSECAT00000006059,ENSOART00000014890,XM_018062830.1,ENSCAFT00000005517
ENSG00000213047_DENND1B,0.175601,0.192195,0.20885,0.21239699999999997,0.230883,0.251321,epistasis,ENST00000620048,ENSCSAT00000011725,Null,ENSECAT00000021883,ENSOART00000016698,XM_018060806.1,ENSCAFT00000018049
ENSG00000213064_SFT2D2,0.110056,0.13033699999999998,0.152059,0.116923,0.143289,0.171207,nearly-neutral,ENST00000271375,ENSCSAT00000009145,ENSBTAT00000057251,ENSECAT00000024115,ENSOART00000013621,XM_005677073.3,ENSCAFT00000024289
ENSG00000213066_FGFR1OP,0.17647100000000002,0.19453900000000002,0.21466799999999997,0.23552399999999998,0.25845999999999997,0.285551,epistasis,ENST00000366847,ENSCSAT00000010217,ENSBTAT00000019271,ENSECAT00000020306,ENSOART00000005361,XM_018053465.1,ENSCAFT00000001326
ENSG00000213079_SCAF8,0.0809265,0.08818039999999999,0.0949917,0.0993411,0.109101,0.11830399999999999,epistasis,ENST00000417268,ENSCSAT00000011514,ENSBTAT00000045257,ENSECAT00000006620,ENSOART00000004524,XM_018053397.1,ENSCAFT00000000878
ENSG00000213085_CFAP45,0.179714,0.19886600000000001,0.239866,0.207341,0.22728299999999999,0.24781999999999998,unclassified,ENST00000368099,ENSCSAT00000000506,ENSBTAT00000024603,ENSECAT00000015851,ENSOART00000008691,XM_018046356.1,ENSCAFT00000018749
ENSG00000213088_ACKR1,0.385494,0.42511400000000005,0.46494300000000005,0.394621,0.42904,0.46096000000000004,nearly-neutral,ENST00000368121,ENSCSAT00000018456,ENSBTAT00000004179,ENSECAT00000000703,ENSOART00000008367,XM_005677256.3,ENSCAFT00000039380
ENSG00000213139_CRYGS,0.101801,0.122502,0.146318,0.14638299999999999,0.17793699999999998,0.215092,epistasis,ENST00000392499,ENSCSAT00000012174,ENSBTAT00000004084,ENSECAT00000002856,ENSOART00000022372,XM_005675164.3,ENSCAFT00000021456
ENSG00000213160_KLHL23,0.032931300000000004,0.0386195,0.04585530000000001,0.060721300000000006,0.0734521,0.08787869999999999,unclassified,ENST00000272797,Null,ENSBTAT00000001447,ENSECAT00000019394,ENSOART00000003270,XM_018064349.1,ENSCAFT00000019558
ENSG00000213171_LINGO4,0.114301,0.12488599999999998,0.137405,0.156753,0.174689,0.194161,epistasis,ENST00000368820,ENSCSAT00000018355,ENSBTAT00000054778,ENSECAT00000012915,Null,XM_018046105.1,ENSCAFT00000020415
ENSG00000213186_TRIM59,0.207077,0.23605500000000001,0.266574,0.272567,0.307113,0.340804,epistasis,ENST00000309784,ENSCSAT00000018982,ENSBTAT00000010623,ENSECAT00000007777,Null,XM_005675380.3,ENSCAFT00000045752
ENSG00000213190_MLLT11,0.176794,0.23510799999999998,0.309811,0.198381,0.255801,0.318642,nearly-neutral,ENST00000368921,ENSCSAT00000018357,ENSBTAT00000020427,ENSECAT00000022869,ENSOART00000014729,XM_018046061.1,ENSCAFT00000037454
ENSG00000213199_ASIC3,0.18373499999999998,0.201238,0.22144899999999998,0.19839500000000002,0.22491399999999998,0.251724,unclassified,ENST00000297512,ENSCSAT00000004754,ENSBTAT00000010209,ENSECAT00000019591,ENSOART00000002673,XM_018046764.1,ENSCAFT00000007583
