CdsId	Chromosome	SeqLength	NbrExons	Ptot	Pn	Ps	Dtot	Dn	Ds	SitesN	SitesS	SFSnLength	SFSsLength	SFSn	SFSs
ENSG00000119139_TJP2	9	3663	23	105	67	38	21	7	14	2605	1058	67	38	1;30;3;312;1;2;1;1;1;5;1;3;639;1;1;25;2;11;1;1;1;1;2;3;2;1;15;49;1;1;1;1141;60;1;1;1;1;1;1;190;1;1;132;39;4;1;1;3;12;1;1;2;47;3;1;197;1;1;5;1;1;1;4;1;2;1;1	1;1;1;19;1;8;1;1;1;4;1;1;558;2;1;127;1;1;1;75;23;3;35;4;1423;1423;1;4;1;35;1;1;2;1;7;1;23;2
ENSG00000164199_GPR98	5	18918	90	490	348	142	101	69	32	13503	5415	348	142	1;1;1;2;1;1;1;82;4;11;2;2;1;134;1;20;1;1;1;1;1;2;2;4;1;2;1;1;77;1;2;1;1;2;53;3;1;1;1;3;1;1;1;3;5;1;4;1;1;2;2;3;5;1;1;1;1;1;1;1;12;12;1;950;20;2;23;4;35;3;1;46;1;1;1;2;17;1;3;1;4;1;1;1;1;4;1;1;22;1;15;1;1;7;2;1;3;5;1;1;3;1;2;1;351;983;1386;1689;1571;1;1;21;9;1;2;1;2;9;11;2;13;1;7;12;2;1;1752;1;1;3;1614;1;46;1;1;1;1;118;1;1;2;1;1;2;1;20;1;1;959;73;4;3;1;1;1;3;1;346;1;1;1;24;1;1;2;1;1;4;1;1;2;158;1;1;6;1;1;1;1;233;2;3;1;1;1;1;26;1;1;1;1111;1;111;5;1;2;1;1;8;1;856;1;57;1;1;1;1;2;11;1;5;5;1;1;8;1;1;1483;1;2;1;1;2;1;6;3;1;1;1;1;1;1;2;2;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;37;1;1;4;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;195;2;1;1;1;7;3;1;1;32;27;1;1;1;1;6;2;1;3;1;1;2;1;1;1;1;1;3;1;3;1;1;270;1;1;139;1;2;1;8;1;3;3;2;1;1;1;5;1;7;1;6;1;2299;3;1;3;7;3;2;1;1;1;1;1;1;1;1;2;370;1;2;2;1;9;1;1;1	2;1;1;1;1;1;3;2;1;1;1;2;6;4;1;1;1;2;99;3;6;2;1;1;4;1;1;1109;1;6;1;25;1;1;1;1;1;27;38;258;3;5;1;1;1;2;1;30;123;2;11;2;24;1;1;4;2;1;1;14;1613;22;64;1;1;1;2;1;1;10;21;2;1379;1;1;1;11;29;1;1;122;1;4;4;5;2;87;1;130;79;1;13;2307;1;6;1;2;1;1;1;133;1;1;2;1;1;4;28;462;1;2;1;8;1;3;1;1;5;1;4;8;6;2;73;433;2;1;3;1;1;1;2;1;1;18;1;1;1;1;692;1;1
ENSG00000150093_ITGB1	10	2403	15	34	9	25	32	18	14	1866	528	9	25	1;1;1;1;1;1;2;1;1	1;1;2;1;597;48;57;3;1;18;1079;1;1;956;1;1;784;2;3;7;30;1001;4;1;2
ENSG00000205423_CNEP1R1	16	426	7	4	2	2	1	0	1	308	118	2	2	24;35	1;1
ENSG00000173852_DPY19L1	7	2025	22	41	20	21	4	1	3	1491	534	20	21	6;1;1;1028;1;1;1;1;1;1;1;1;1;2;6;1;1;3;1;1	1;1;1;1;1;9;2;1;3;1;1;1;1;6;6;4;8;1;1;1;1
ENSG00000132122_SPATA6	1	1464	13	33	23	10	4	1	3	1048	416	23	10	1372;1;1;3;1;70;1;1;5;2;1;5;1;35;1;2;1;1;1;1;1;1;1	1;5;1;1;6;1;2;1;1;1
ENSG00000112406_HECA	6	1629	4	45	12	33	9	2	7	1322	307	12	33	2;1;1;1;1;1;1;1;1;1;1;1	1;1827;1;5;1;1;1;2;4;1;2;1;1;1;1;1861;1;1;2;2;4;1;3;181;1;1;1;1;2;1;8;1;1
ENSG00000153914_SREK1	5	1872	12	30	20	10	23	17	6	1431	438	20	10	1;1;1;1;1;8;6;2;1;1;1;1;1;1;1;1;13;1;13;1	26;1;20;1;1;1;1;1;11;1
ENSG00000179636_TPPP2	14	510	3	18	14	4	3	0	3	373	137	14	4	1;1;2;1;1;1;1;1;8;1;800;1;2;1	1;1;3;1
ENSG00000163472_TMEM79	1	1182	3	44	31	13	7	1	6	843	339	31	13	14;1;4;33;1;10;11;3;3;57;1;1;1;9;1016;12;1;1;1;1;1;1;1;2;4;2;6;10;1;1;1	1;3;5;1;1;1;11;4;4;3;1;1;1
ENSG00000170145_SIK2	11	2778	15	48	25	23	4	3	1	1830	820	25	23	1;1;1;1;1;1;1;1;1;1;4;1;3;1;1;2;2;2;1;2;1;9;5;4;1	2;3;1;1;3;1;6;1;1;1;1;32;2;1;1;6;1;9;8;1;1;9;6
ENSG00000217128_FNIP1	5	3498	18	61	36	25	9	3	6	2624	874	36	25	5;1;13;1;8;1;1;20;45;2;1;1;156;1;3;3;1;1;666;1;2;2;1;1;1;1;2;1;54;2;1;1;1;2;11;5	1;1;1;1;45;1;139;8;4;54;3;40;6;1;1;13;1;8;1;1;2;77;80;2;1
ENSG00000189007_ADAT2	6	573	6	12	8	4	3	1	2	424	149	8	4	215;2;1;1;2;2;1;1	27;2;8;1
ENSG00000108064_TFAM	10	738	7	21	14	7	1	0	1	550	188	14	7	1;443;1;1;1;3;1;1;1;1;1;1;1;1	46;1;1;1;1;1;15
ENSG00000129566_TEP1	14	7881	54	248	174	74	82	53	29	5385	2394	174	74	7;1;173;1;2;14;1699;1;3;1;1;1;3;1;23;33;1;1;11;1;1;1623;1;1;48;1;1;1;1;1;1;1;1;4;3;1;8;34;1;1;1;6;1;1;1;3;2;1;1;1;78;154;1;26;1;4;1;1;110;1;39;3;18;3;1;1;40;1;1;3;1;8;1198;446;5;11;1;1;1;75;3;1;1;7;1;1;3;1;15;40;1;2;1546;1;2;1;168;2;26;1;14;2;1836;1;5;1;1;1;16;2;103;3;1;1;3;1;1;2;1;1;1;3;1;1;1;1;1;1;2;1;1;62;8;29;1;7;1;1;1;197;2;1;2;1;1;1;1;5;1;1;273;10;1;4;1;2;1;1;1827;2;33;65;3;1;1;3;158;1;1;1799;22;1;1;1	57;1;1;140;1;4;4;1;1;1;1;1;10;1;1;33;2;2;5;188;1;295;1;7;1;3;1;1;1528;1;1;288;1;1;1;1;189;2;1;1;8;1;1;1;2;9;1;8;1343;3;1;1;1;21;1;2;802;1;1;1;983;149;1;3;20;1;2;519;1;1;5;49;4;4
ENSG00000139921_TMX1	14	840	8	16	6	10	7	3	4	617	223	6	10	1;1;2;97;1;1	2;1;1;1;6;1604;6;97;1447;1
ENSG00000175826_CTDNEP1	17	732	8	9	3	6	1	0	1	527	205	3	6	1;1;548	1;1;1;1497;3;2
ENSG00000104415_WISP1	8	1101	5	50	32	18	5	2	3	856	245	32	18	1;1;2;4;1;1;6;2;5;3;2;1;1;1;1;91;1;42;2;1;1;1;1;187;2;1;1;1;1;1;1;1	6;31;1;1;20;1;85;23;1;1;1;4;1;1;2;2;26;1396
ENSG00000087494_PTHLH	12	627	3	11	6	5	4	4	0	443	181	6	5	1;1;5;1;1;1	1;2;2;1;1
ENSG00000102897_LYRM1	16	366	3	13	9	4	0	0	0	260	106	9	4	1;1;2;4;1;2;2;1;1	3;4;68;2
ENSG00000133612_AGAP3	7	2733	18	60	25	35	23	13	10	2224	509	25	35	1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;6;3;1;2;8	6;6;1;3;2;1;118;1;1;92;15;3;1;1;1;1;3;8;6;1;75;1;4;1;7;1;10;2;1;2;3;2;1;1;1
ENSG00000062598_ELMO2	20	2160	20	34	18	16	7	0	7	1658	502	18	16	1;1;1;1;1;1;1;1;45;1;2;1;1;1;17;1;7;1	3;1;75;1;1;1;5;16;1;1;1;1;1;3;1;1
ENSG00000117751_PPP1R8	1	1053	7	16	4	12	5	0	5	737	316	4	12	1;4;1;1	1;1;1;1;3;36;36;2;2;2;3;3
ENSG00000134809_TIMM10	11	270	2	3	2	1	0	0	0	213	57	2	1	1;1	1
ENSG00000120907_ADRA1A	8	1425	3	40	26	14	12	5	7	1144	281	26	14	4;159;2;1;302;1;2;3;1;1;4;1762;1;1;1;1;1;1;4;1;1;107;7;1;12;1	1;2;1;2;3;4;2;5;16;2;19;3;1;3
ENSG00000182606_TRAK1	3	2859	16	84	49	35	13	2	11	2066	793	49	35	46;1;1;2;3;1;1;2;1;2;1;1;1;1;1;1;3;1;3;1;2;2;1;38;7;1;2;2;1;2;1;1;5;1;1;1;1;9;1;1;1;1;1;5;1;43;1;1;2	6;6;7;11;48;3;1;1;1;1;2;6;42;1;1;1060;7;1;1;9;1;2429;1811;4;1;1;1;1;1;1;1030;3;1;2;1
ENSG00000103152_MPG	16	894	4	48	34	14	65	40	25	539	166	34	14	1;1;4;1;1;1;4;1;5;2;1;1;1;1;1;1;1;4;1;4;1;1;4;4;1;1;1;3;1;1;1;2;1;1	1;33;30;1249;1;1;1;1;1;7;5;1;17;1
ENSG00000172425_TTC36	11	567	3	11	9	2	2	0	2	414	153	9	2	1;1;1;1;1;1;37;9;1	16;5
ENSG00000256500_NONAME	14	2196	17	47	22	25	12	7	5	1340	658	22	25	1;146;83;1175;1;1;3;10;3;30;1;1;1;1;1;1;1;1;1;1;1;4	1;1108;7;1;1;1;25;1;2;1;1;1;17;1;78;1;4;1;1;1;1;1;1;1;1
ENSG00000138092_CENPO	2	900	6	35	23	12	4	2	2	649	251	23	12	2;1;7;1;1;12;1;663;2;1;1;1;1;14;2;5;1;7;2;4;1;4;1	1;3;1;1;1;26;4;1;1;38;3;1
ENSG00000135638_EMX1	2	870	3	7	4	3	3	2	1	727	140	4	3	1;1;1;2	3;3;1
ENSG00000068308_OTUD5	X	1713	9	0	0	0	7	1	6	1214	445	0	0		
ENSG00000180304_OAZ2	15	567	6	11	7	4	15	10	5	421	140	7	4	1;1;1;3;1;6;1	8;1;1;1
ENSG00000162897_FCAMR	1	1731	8	64	43	21	18	10	8	1210	520	43	21	199;1;1;1;3;2;24;12;1;47;1;1;1;6;1;1;1;3;48;1;1;1;67;1;7;2;74;1;7;127;2;1;2;1;1;4;1;9;1;1;1;2;3	2;1;3;2;7;2;1;108;17;1;337;62;3;1;2;1;9;5;1;6;1185
ENSG00000100739_BDKRB1	14	1059	1	47	29	18	6	3	3	826	232	29	18	5;1;1;1;1;1;1;1;1;9;1;11;1;1;15;1;1;2;1;1;1;1;2;1;1;118;2;1;1	1;4;830;2;1;2;4;1;3;2;1;14;1;587;24;21;1;1
ENSG00000183137_CEP57L1	6	1431	10	33	28	5	4	2	2	1066	314	28	5	1;9;1;1;1;1;1;8;3;1;1;2;1;6;1;1;44;6;1;7;7;612;1;1;1;1;1;1	60;14;1;1;1
ENSG00000150977_RILPL2	12	633	4	16	8	8	3	2	1	487	146	8	8	1;1;14;1;1;1;1;1	1;1;1;9;2;1;1;20
ENSG00000109321_AREG	4	822	5	11	8	3	6	4	2	602	220	8	3	1;1;43;1;1;10;19;1	2;2;1
ENSG00000188158_NHS	X	4890	8	75	50	25	36	23	13	3161	1198	50	25	129;2;3;1;1;1;1;1;1;1;3;1;254;2;1;1;3;1;1;4;1;1;1;1;2;35;1;1;6;1;2;1;2;1;6;1;1;1;1;1;1493;3;1;3;2;1;1;1;11;2	2;1;2;3;1;1;1;1;1;3;3;2;2;1;1;1;1;18;137;137;1;3;1;1;1
ENSG00000178821_TMEM52	1	627	5	11	6	5	72	46	26	393	168	6	5	1;1763;1081;1;2;4	1;1080;14;1;1
ENSG00000183346_C10orf107	10	624	6	20	11	9	9	4	5	454	170	11	9	2;2;1;1;5;1;13;1;1;2;1	1;1;1;122;1;641;6;1;1
ENSG00000127083_OMD	9	1263	2	23	19	4	7	4	3	940	323	19	4	1;1;2;1;1;2;2;1;1;8;3;1;214;1;1;10;47;21;2	1;1;1;2
ENSG00000245848_CEBPA	19	1074	1	18	7	11	1	1	0	655	89	7	11	2;1;1;1;2;1;1	32;1;1;1;1;32;32;665;13;83;26
ENSG00000103249_CLCN7	16	2703	24	84	36	48	108	59	49	1908	418	36	48	4;1;12;1;1;10;1;444;1;1;1;1;24;1;1;1;1;4;1;2;1;1;1;395;1;1;1;1;1;1;1;1;9;2;2;2	1;1;1;1;1;1;1;2;4;1;1;17;6;1;22;9;1;1;51;187;2;1;1;1;1;311;2224;2;187;1;1;65;1;79;1;1;46;1;25;611;1;2;1;1;1;1;1756;8
ENSG00000144445_KANSL1L	2	2961	14	70	45	25	9	2	7	2310	651	45	25	1;18;3;1;1;1;1;2;4;1;1;5;1;66;47;1;1;1;3;4;1;6;2;1;1;1;1;1;1;1;1;4;81;5;1;1;1;2;1;5;1;1;1;1;4	10;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;2;1;1;1;1
ENSG00000168004_HRASLS5	11	837	6	39	24	15	10	7	3	597	240	24	15	1;1;1;1;1;2;2;23;83;1;12;4;1;1;1;1;1;1;1;1;1;1156;79;1	1;1;1;6;1194;2;4;1;2;1;1;3;93;1;1
ENSG00000145029_NICN1	3	639	6	19	10	9	2	1	1	465	174	10	9	1;22;1;2;6;1;2;1;1;2	1;4;1;2;76;4;1;1;2
ENSG00000101638_ST8SIA5	18	1236	8	25	17	8	8	1	7	942	186	17	8	1;1;1;1;1;1;1;1;1;1;7;1;1;3;1;1;1	1;1;1;1;1;82;82;1
ENSG00000136267_DGKB	7	2412	25	44	19	25	8	1	7	1725	687	19	25	5;200;1;1;1;2;1;1;1;1;1;1;1;1;1;1;7;1;1	3;5;1454;1;1;3;9;2;23;13;2;1;5;1;4;8;61;1;59;2474;14;1;1;2;1
ENSG00000141452_C18orf8	18	1971	20	34	15	19	17	3	14	1452	518	15	19	1;3;1;1;1;1;8;1;2;2;4;1;1;11;2	1;1;69;1;1;1;3;2;1;1906;27;3;207;1;849;27;1;1;3
ENSG00000068650_ATP11A	13	3573	29	128	60	68	68	35	33	2674	725	60	68	4;1;1;1;1;1;3;1;1;1;1;1;1;790;1;1;1;1;1;7;6;2;1;1;1;7;3;1;1;1;44;2;1;1;1;2;1;1;1;47;3;1;1;2;1;1;1;1;1;2;1;1;1;411;1;3;5;5;1;2	1;2;1;41;1;7;1;1;1;1;1;6;1;1;23;2;1074;14;1;15;1;1;1;58;4;2;1;2;3;86;9;1;22;23;25;1521;10;5;62;126;12;4;1;4;7;5;1;1;1;5;1;1;2;1;26;2;1;9;1877;1;1;1;2179;2;2;28;1;1
ENSG00000041880_PARP3	3	1620	11	47	30	17	16	14	2	1267	350	30	17	1;1;17;12;2;6;35;9;1;10;1;1;1;11;8;226;1;3;2;1;1;1;4;93;1;6;1;1;7;1	1;123;1;3;1;2;9;1;112;1;1;10;2;1;1;4;1
ENSG00000197586_ENTPD6	20	1452	14	57	39	18	11	5	6	1080	372	39	18	1;1562;1;5;1;1;32;1;1;1;1;2;16;1;2;3;14;185;1;1;34;1;1;1;1;1;2;2;1;2;2;1;1;1;2;1;9;1;2	6;3;1;1;1553;86;2;5;1;1;1;4;1;1;41;1;1;1
ENSG00000126500_FLRT1	11	2022	1	82	37	45	23	2	21	1736	286	37	45	6;1;3;1;1;1;1;4;1;1;2;1;1;8;1;1;4;2;1;8;1;1;1;1;1;1;6;1;1;1;1;1;1;2;3;1;2	2;8;1;2375;1;1;2034;1;74;2;1;1;1;1768;1;582;1;1;3;7;98;1;67;1;2;2;1;1;1;1;1;1;2;347;729;1;1;1;1;1;1;5;5;229;1996
ENSG00000163072_NOSTRIN	2	1689	17	44	27	17	7	1	6	1064	454	27	17	1;7;1;1;2;3;1;157;1;2311;14;1;1;1;1;2;1;1;1;1;1;2;37;43;2;1;465	1;1;535;241;1;1;2;2;28;1;4;1;432;1;1;1038;2
ENSG00000103522_IL21R	16	1614	8	42	26	16	17	7	10	1253	361	26	16	1;3;1;2;1;1;1;4;4;5;1;2;1;1;1;11;1;29;8;1;1;1;1;1;180;1	3;1;1;1;6;1;1;64;1;4;1;1;4;1;14;1
ENSG00000178033_FAM26E	6	927	2	26	19	7	4	2	2	693	234	19	7	2;3;1;1;8;10;13;1;1;1;1;1;9;1;7;1;1;1;15	1;1;1;2;2;1;8
ENSG00000105793_GTPBP10	7	1161	10	27	17	10	5	2	3	884	277	17	10	7;1001;1;2441;2;5;1;9;253;1;1;6;1;5;1;1;938	1370;2;95;6;2;9;1;4;1;1
ENSG00000154485_MMP21	10	1707	7	29	17	12	10	4	6	1243	464	17	12	1;2;4;19;174;1;1;1;1;5;1308;2;1;1;33;27;1	1;1;3;2;22;1;11;1;29;9;1171;1
ENSG00000030110_BAK1	6	633	5	16	10	6	4	1	3	461	172	10	6	2;1;1;2;1;1;1;47;1;1	2;2;1;193;1;381
ENSG00000175003_SLC22A1	6	1662	11	79	47	32	80	52	28	1262	373	47	32	2;1;15;102;1;2;3;1;1;1;2;1;620;1;31;2;1;2;1;1;1;1;2;1;5;2;1;1;10;332;22;1;1;1;1;31;1564;2;2;1;13;2;2;33;1;1;1	1;1408;1;1;1;1;1;1;59;2;7;2;2;11;7;1;1;1;2;1;1;2;1;3;2;314;1;1;1;3;57;4
ENSG00000196141_SPATS2L	2	1764	13	50	30	20	2	0	2	1174	500	30	20	2;1173;1;1;1;1;1;7;1;1;43;4;1;171;4;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2	2;1;2;2;6;1;1;1;1;2;423;1;2;27;1;7;152;1;1;2
ENSG00000181804_SLC9A9	3	1935	16	55	27	28	11	1	10	1279	656	27	28	1;145;33;1;1;1;3;2;1;4;1;3;1;1;1;1;1;18;1;1;1;1;1;10;1;1;1	10;1;2;2;6;2;1;23;1;1;2;1;1;3;1706;1;32;4;114;3;3;1;120;1;1;1;1;26
ENSG00000132676_DAP3	1	1194	12	22	12	10	3	1	2	890	304	12	10	1;2;1;1;1;1;29;1;1;14;1;1	4;6;7;1;292;1;2;2;1;2
ENSG00000162642_C1orf52	1	546	3	23	14	9	1	0	1	390	156	14	9	1;2;2;1;1;1;1;1;1;1;3;1;1;1	175;1;1126;11;1;1;2;1;1
ENSG00000205683_DPF3	14	1236	9	22	12	10	2	1	1	769	311	12	10	1;6;2;1;1;1;3;101;6;1;287;1	1;1;1;23;1;13;1118;1;1;4
ENSG00000172139_SLC9C1	3	3531	28	91	62	29	33	21	12	2637	774	62	29	3;266;155;1;1;7;18;6;1;1;1;1;1;185;1682;1;1680;1;851;2;1;850;5;1;12;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1627;2;1788;1788;1;1648;1;2;5;1;7;1;1;1;1557;2;1;1;1;1;1	24;2;1;1;625;1;19;1;785;1;17;1;1;1;1;14;1;1;1;1788;4;4;65;609;1;119;2;1;1
ENSG00000106123_EPHB6	7	3066	16	81	53	28	11	4	7	2227	833	53	28	1;1;1;1;16;1;1;6;3;5;1;1;1;1;1;3;1;3;342;1;22;3;1;1;1;2;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;1;4;8;1;2;1;1;3;1;1	3;2;1;32;1;1;1;122;82;1;22;2;1;1;2;218;1;1;219;2;2;1;154;1;7;1;1;1
ENSG00000144214_LYG1	2	582	5	12	5	7	5	2	3	416	166	5	7	76;16;1;2;1	1;1;1;1;26;10;15
ENSG00000033627_ATP6V0A1	17	2514	20	36	20	16	8	1	7	1878	615	20	16	1;1;1;1;1;1;1;1;1;3;6;1;3;1;2;2;6;1;1;12	2;1;2;4;1;88;1;1;9;1;1;13;2;1;6;3
ENSG00000184508_HDDC3	15	537	4	11	8	3	8	6	2	345	75	8	3	1;1;2;1;1;1;11;5	1;1;11
ENSG00000188997_KCTD21	11	780	1	19	10	9	3	0	3	645	135	10	9	1;1;2;3;1;1;1;2;1;1	1;44;1;1;9;1;1;1;1
ENSG00000066248_NGEF	2	2130	14	57	24	33	14	5	9	1688	442	24	33	1;2;1;1;1;1;15;5;12;1;5;1;1;1;2;1;1;1;2;1;789;4;3;1	2;1;1;1;1;1;1;1;773;1;1;37;10;1504;2;293;2;1;3;1;1;1416;1;1;1;1;1;1;1;1;1;1;1
ENSG00000126603_GLIS2	16	1572	6	53	27	26	12	0	12	1225	347	27	26	1;1;1;1;1;1;1;28;1;5;1;1;1;1;1;1;1;1;35;2;3;44;3;1;3;1;310	8;1;1;1;1;2;6;1;2;2;1;2;7;44;28;1;1;1;1;1;1498;19;2;19;9;1
ENSG00000182872_RBM10	X	2985	24	0	0	0	6	2	4	1138	356	0	0		
ENSG00000110448_CD5	11	1485	10	37	27	10	5	3	2	1145	340	27	10	169;25;1;1;2;2;2;12;861;4;1;1;1;3;12;1;8;4;1;1;1;2;208;161;1547;1;3	1;1;1;1;1;1;309;41;1;28
ENSG00000134440_NARS	18	1644	14	28	17	11	15	3	12	1154	490	17	11	1;1;1;1;1;1;1;4;1;1;1;1;2;1;11;1;1	1;1;2;130;1;3;1;1;1;1;1
ENSG00000178502_KLHL11	17	2124	2	35	12	23	3	0	3	1144	434	12	23	3;1;1;1;10;1;1;2;1;1;21;1	3;36;2;9;3;2;3;2;1;1;4;1109;2;1;1;4;1;5;1;15;13;41;2
ENSG00000169071_ROR2	9	2829	9	112	62	50	20	5	15	2161	569	62	50	1;1;1;3;1;1;3;1262;2;1;5;1;1;1;5;51;1;1;1;6;1;7;2;4;10;3;1;2;4;1;72;7;4;1;1;2;2;1;1;1;1;2;1;1;3;91;5;9;1;1778;5;1;1;1;2;4;1;1;9;1;1;16	73;1;5;2;2;3;1;1;1;389;2080;1;2;1;2;1;69;102;2;1;2;1;1;2;1;1;1;2;1;2;2;2;16;1;1;1;1;4;2;361;38;1;2;4;163;3;2;1;61;4
ENSG00000116833_NR5A2	1	1623	8	24	16	8	1	0	1	1143	480	16	8	60;1;1;2;1;1;1;3;4;1;1;4;1;1;1;1	95;1;1153;1;1;1;1;1775
ENSG00000105701_FKBP8	19	1239	8	38	15	23	5	1	4	994	242	15	23	1;1;1;1;1;1;1;1;1;1;1;492;5;2;1	1;9;1;6;1;1;3;1;1;13;3;1;2;1;11;2;3;14;1;1;11;1;1
ENSG00000036054_TBC1D23	3	2097	19	33	19	14	23	16	7	1623	429	19	14	1;15;1;2;1;1;1;1;3;1;1;1;2;1;1;1;2;1;1	1;21;3;1;6;49;2;1;2;1;2;51;3;84
ENSG00000186517_ARHGAP30	1	3303	12	75	52	23	15	4	11	2244	996	52	23	1;23;1;1;1;43;30;1;1;1;1;1;1;5;1;15;1;2;41;2;4;1;24;1;1;1;1;1983;1;1;1;1;1;1;4;1;1;1;3;29;1;4;1;1;7;1;1;1;2;1;1;5	1093;6;1;1;1;4;1;4;2;6;4;3;1;1;1;1;1;3;2;1;18;1;1
ENSG00000188089_PLA2G4E	15	2604	20	74	45	29	19	7	12	1950	588	45	29	2;1;1;1;2;2;49;6;1;1;1;2;1;1;1;1;2;5;2;1;2;1;438;6;3;125;12;1;97;2;1;86;3;50;1;3;1;2;1;1;1;42;1;522;1	2;40;1;1;3;4;9;1;2;2122;9;1;77;5;376;3;1711;1;2;74;1;1;7;2;9;1;18;522;6
ENSG00000120210_INSL6	9	639	2	27	17	10	6	5	1	468	171	17	10	1;1;1;43;1;1;2;503;1;1;1;1;1;4;22;13;1	6;1;51;7;30;1;23;8;17;11
ENSG00000165805_C12orf50	12	1242	12	36	27	9	9	5	4	918	324	27	9	1;1;2;1;7;46;136;1;1518;3;1;1;2;2;4;1;5;100;1;1;4;3;1;1;1;1;1	154;1;2;2;1;9;1;1;1
ENSG00000124383_MPHOSPH10	2	2043	11	49	38	11	9	7	2	1795	248	38	11	18;14;1;125;2;1784;20;4;957;58;1;125;2;1782;5;45;1;1;1;16;1;14;1;584;1;2;1;1;1;1;1;8;1;1429;24;1;1;4	14;249;4;1;1;1532;1;4;1;1;2
ENSG00000037280_FLT4	5	4089	30	125	68	57	61	17	44	3382	707	68	57	7;3;12;1;18;110;1;2;1;17;1;1;1;1;1;42;171;1;1;1;5;4;17;1;2090;1;1;3;2;1;1;1;1;1;1;1;1;6;6;2;130;265;2;1;8;1;1;1;3;1;1;24;1;1;1;1;2;1;1;3;195;2;2;1;1;10;1;2	2;1;48;7;1;2;11;2;2;1;1;1;1;1204;1;1;1;1;1;1;1;1;9;2;2;3;1;1;1;1;1;1;1;1;2;142;171;1;1;1;2;1;1;1;4;147;1;1;297;178;1;1;1;1;2;1;1
ENSG00000138604_GLCE	15	1851	3	30	19	11	2	1	1	1321	530	19	11	1;1;89;2;61;1;6;1;1;1;7;1;1;1;1;1;1666;1;1	6;2;2;1;1;23;6;323;1;1;1
ENSG00000196588_MKL1	22	2898	13	101	68	33	52	31	21	2098	692	68	33	1;1;1;2;1;1;1;1;1;2;2;10;1;6;2420;5;46;7;1;1;1;1;1;4;2;44;1;2;1;1;1;40;2;8;1;20;3;1;1;3;1;140;1;1;1;2;2;1;1;1;1;1;5;5;1;1;1;1;1;11;1;1;1;1;1;1;3;1	4;1;1;8;1;3;2;1;1;2;2;1;1050;983;5;2;1;1;1;1;3;1003;1;1;4;2;5;2;4;1;1;1;1
ENSG00000222028_PSMB11	14	900	1	39	28	11	3	2	1	635	265	28	11	1;1;42;1;1;1;1;1;4;1;7;1;1;1;8;2;1;1;19;1;21;2;6;1;1;1;1;2	1;4;4;1;22;1;1;31;1;1;1
ENSG00000119509_INVS	9	3195	16	62	40	22	14	7	7	2238	957	40	22	1;1;1;1;2;17;6;1;11;1;1;1;1;1;1;1;1;2;3;4;8;3;2;2;16;1;2;3;2;83;1;1;1;2;1;1;1;2;5;1	32;1;2;2;1;1;22;3;2;1;1;11;6;5;2;2040;3;1;2;5;15;1
ENSG00000150201_FXYD4	10	267	7	4	3	1	3	1	2	189	78	3	1	1;29;129	3
ENSG00000184220_CMSS1	3	837	10	14	12	2	15	11	4	574	208	12	2	1;1;1;1;1;35;602;1;1;1;2;2	1;3
ENSG00000137709_POU2F3	11	1314	13	37	31	6	16	12	4	818	343	31	6	1;1;1;3;1;1662;2;1;1;1;1;1;1;10;1;1;1;2;5;850;1;1;1;1;1;1;40;1;2;2;599	1;15;2;9;5;1
ENSG00000100029_PES1	22	1764	15	49	32	17	20	4	16	1370	394	32	17	1;2;1;1;2;2;473;2;1;1;16;2;1;1;1;4;1;1;1;1;175;18;1;1;1;1;1;1;1;11;1;3	10;1;1;77;2;4;1;2;1;1;1;1;1;5;5;1;1
ENSG00000100427_MLC1	22	1131	11	42	24	18	9	1	8	720	246	24	18	1;657;1;48;1;1;2;1;3;1;8;6;1;1;1;2;609;1;1;1;3;4;8;2	1;1;657;657;1;2;1;1;654;2;1;2;21;36;1;1;1;2
ENSG00000120008_WDR11	10	3672	29	75	45	30	8	0	8	2790	882	45	30	1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;2;6;3;1;1;1;1;1;1;1;1;1;1;1;1;12;2;2;1;2;1;3;1;1;1;1;2;1;1;1	1;4;1;1;1;3;7;1617;1;8;11;2;34;3;1;1981;2;12;987;3;1;1;1;1620;59;33;777;335;1;57
ENSG00000196208_GREB1	2	5847	32	186	101	85	45	13	32	4178	1540	101	85	2;2082;24;1719;1;1;1;1;1;1;6;1;7;1;1;26;1;1;4;1;493;471;2;1;1;1;1;1;3;1;1;1;1;1079;1;1;2;1;1;122;1;2;4;4;1;5;2;2;1;55;72;1;12;114;1;1;32;1;3;1;2;1;1;6;1;8;1;1;2;1;1;1;1;1;1;1;1;2;1;5;1;1;1;1;1;1;2028;1;111;1;1;1;1;1;1;1;3;1;1;1;1	416;1;1;1;6;296;4;2;1;95;1;1;24;3;1;1;1;1;8;1;469;1;1;1;1;1;417;2;1;80;1;1;1;6;31;1;1;1;16;118;1;5;7;2;1;3;2;1;4;2;1;3;3;1;1;1;4;1;10;1;3;1;2;1;2;1;1;15;1;1;1;1;1;4;1;5;1;1;1;1;1;7;1;1;1
